transaction_id,property_id,agent_id,closing_date,closing_price
T00584,P00871,A015,2025-03-24,1258899.0
T00585,P02074,A007,2024-06-17,5789812.0
T00586,P03791,A028,2023-12-06,9415035.0
T00587,P00627,A014,2024-06-15,5207118.0
T00588,P03025,A035,2024-02-06,6197907.0
T00589,P02196,A018,2023-01-31,5996837.0
T00590,P03259,A014,2023-06-12,1274633.0
T00591,P00840,A030,2024-02-08,4679128.0
T00592,P01402,A016,2024-11-30,1926722.0
T00593,P00784,A032,2024-02-27,2461151.0
T00594,P04879,A028,2024-06-04,1739855.0
T00595,P00589,A036,2024-08-11,9600183.0
T00596,P02415,A018,2023-08-28,3709312.0
T00597,P04818,A004,2024-01-29,10201950.0
T00598,P00574,A008,2024-10-03,2947801.0
T00599,P04910,A001,2024-08-01,7597885.0
T00600,P00528,A035,2024-03-25,2576740.0
T00601,P02476,A010,2023-04-12,2321038.0
T00602,P03095,A009,2024-11-24,4746984.0
T00603,P00373,A025,2023-07-28,2205486.0
T00604,P04285,A010,2023-07-07,2168647.0
T00605,P00203,A040,2023-11-13,5997209.0
T00606,P00012,A035,2023-10-08,6710802.0
T00607,P04502,A019,2023-09-10,5168584.0
T00608,P02290,A026,2023-08-03,10139004.0
T00609,P04559,A016,2024-01-16,3487125.0
T00610,P00560,A018,2023-12-01,2582984.0
T00611,P03007,A020,2024-03-24,9098047.0
T00612,P01191,A016,2024-05-21,1730849.0
T00613,P04253,A018,2024-01-23,1538174.0
T00614,P04816,A008,2023-02-11,7005522.0
T00615,P02305,A027,2023-07-28,10630077.0
T00616,P04340,A003,2024-03-13,1507769.0
T00617,P02836,A037,2024-04-19,3382390.0
T00618,P04759,A037,2023-12-12,5181521.0
T00619,P02313,A009,2024-07-16,4794573.0
T00620,P01109,A002,2023-12-09,12015168.0
T00621,P03104,A020,2024-11-19,1993932.0
T00622,P04081,A003,2024-12-01,1983307.0
T00623,P00659,A017,2023-11-02,3742085.0
T00624,P02709,A031,2023-06-28,3864926.0
T00625,P01316,A013,2025-03-25,4068804.0
T00626,P00990,A036,2024-03-10,5656997.0
T00627,P00746,A001,2023-10-14,
T00628,P02239,A029,2025-03-22,5112287.0
T00629,P04437,A021,2024-05-10,7554100.0
T00630,P01038,A010,2024-03-11,11269487.0
T00631,P00484,A018,2023-10-06,5878320.0
T00632,P01664,A011,2024-08-10,3191162.0
T00633,P01481,A025,2023-08-28,4370764.0
T00634,P02609,A039,2024-01-31,10773851.0
T00635,P02973,A021,2024-09-19,4462665.0
T00636,P04435,A029,2023-12-18,2313866.0
T00637,P03649,A025,2024-06-29,4012733.0
T00638,P02059,A034,2023-08-26,1200505.0
T00639,P04074,A023,2024-10-27,5664749.0
T00640,P02644,A018,2024-06-26,2173041.0
T00641,P01531,A005,2024-01-02,6184016.0
T00642,P02492,A032,2025-01-17,8255843.0
T00643,P03258,A036,2024-10-28,7510338.0
T00644,P00944,A040,2025-01-12,1564497.0
T00645,P01293,A030,2024-03-24,1996016.0
T00646,P02698,A015,2024-04-07,5492607.0
T00647,P01363,A029,2023-09-08,5695080.0
T00648,P02927,A013,2024-08-03,6006517.0
T00649,P04557,A036,2024-11-17,11547948.0
T00650,P04807,A002,2024-08-31,2945620.0
T00651,P02612,A036,2024-09-10,8247044.0
T00652,P00705,A030,2025-01-06,2769059.0
T00653,P03903,A036,2024-09-17,5488150.0
T00654,P01725,A010,2023-11-01,4013904.0
T00655,P01484,A021,2023-10-26,9474646.0
T00656,P04032,A011,2023-09-13,1537336.0
T00657,P04481,A029,2024-04-12,3381114.0
T00658,P04123,A026,2023-03-24,5670280.0
T00659,P00464,A028,2024-09-06,5210350.0
T00660,P03141,A030,2024-04-18,5246702.0
T00661,P02693,A002,2023-08-22,11746445.0
T00662,P01478,A017,2024-07-26,2846492.0
T00663,P03050,A011,2023-09-09,6097566.0
T00664,P02428,A038,2024-09-14,3285220.0
T00665,P03963,A022,2024-04-21,2201321.0
T00666,P02716,A007,2023-10-10,2649132.0
T00667,P02625,A016,2023-12-29,1820328.0
T00668,P00806,A022,2024-03-23,4932505.0
T00669,P02844,A013,2023-06-13,6770448.0
T00670,P04625,A025,2025-01-10,1845539.0
T00671,P01562,A031,2025-01-10,5903023.0
T00672,P00969,A025,2024-06-08,4783066.0
T00673,P00454,A024,2023-11-29,6044501.0
T00674,P00058,A027,2024-04-26,5919320.0
T00675,P00466,A012,2025-04-16,2389573.0
T00676,P00986,A026,2024-12-01,5343428.0
T00677,P03891,A003,2024-10-24,1525985.0
T00678,P00804,A032,2024-06-04,2855304.0
T00679,P04067,A016,2023-05-31,3102947.0
T00680,P04352,A033,2024-02-28,2643822.0
T00681,P02021,A011,2024-01-15,11357797.0
T00682,P04079,A040,2023-08-19,7052792.0
T00683,P00884,A021,2023-06-05,1856964.0
T00684,P00618,A038,2024-06-17,10529883.0
T00685,P03168,A012,2024-11-21,8408997.0
T00686,P02910,A021,2024-06-09,9600725.0
T00687,P01700,A029,2024-08-12,4713919.0
T00688,P02694,A029,2024-12-03,4364878.0
T00689,P00048,A011,2024-01-04,5435813.0
T00690,P02094,A017,2023-07-29,6004423.0
T00691,P00554,A010,2024-11-29,
T00692,P00137,A027,2025-03-01,1648593.0
T00693,P03307,A017,2024-06-29,6444012.0
T00694,P00914,A001,2025-01-12,2359050.0
T00695,P03054,A012,2024-08-11,6179427.0
T00696,P02986,A015,2024-10-27,3411940.0
T00697,P02372,A023,2024-03-21,5320142.0
T00698,P04792,A037,2024-03-26,6152774.0
T00699,P02826,A040,2024-10-26,2686600.0
T00700,P03813,A028,2024-05-22,3004532.0
T00701,P03527,A037,2024-01-04,7662680.0
T00702,P01927,A001,2024-10-24,1598165.0
T00703,P00518,A035,2024-05-22,1239238.0
T00704,P04649,A021,2023-08-11,2356602.0
T00705,P01026,A015,2023-05-19,7184323.0
T00706,P03413,A015,2024-04-25,1005000.0
T00707,P01757,A014,2023-10-08,4046218.0
T00708,P03188,A033,2024-02-03,4042517.0
T00709,P03440,A019,2024-07-25,7172574.0
T00710,P00052,A005,2023-10-25,5604288.0
T00711,P01771,A037,2024-12-12,5872246.0
T00712,P02702,A025,2024-10-22,9048206.0
T00713,P03860,A016,2023-09-13,982656.0
T00714,P02703,A029,2023-05-08,2519798.0
T00715,P02258,A015,2023-12-22,4308738.0
T00716,P03270,A024,2024-07-04,7967542.0
T00717,P03621,A001,2023-06-29,6432008.0
T00718,P04831,A011,2023-07-17,
T00719,P00461,A014,2024-10-22,12064581.0
T00720,P02063,A032,2024-11-13,4220842.0
T00721,P03225,A031,2023-11-06,3937624.0
T00722,P02655,A032,2023-08-24,2306230.0
T00723,P00597,A020,2024-09-21,
T00724,P03304,A015,2024-07-23,2188721.0
T00725,P04036,A022,2024-01-26,2014544.0
T00726,P04370,A011,2023-11-23,2268524.0
T00727,P04152,A022,2024-09-15,889200.0
T00728,P01320,A027,2023-07-31,3234901.0
T00729,P00225,A039,2024-05-05,4042251.0
T00730,P02367,A015,2024-06-13,3415333.0
T00731,P04354,A005,2025-04-26,6835170.0
T00732,P01244,A014,2024-12-13,8320659.0
T00733,P03248,A034,2024-05-29,7485625.0
T00734,P03356,A019,2024-08-05,1737375.0
T00735,P02911,A017,2024-04-05,2434618.0
T00736,P04976,A019,2025-04-27,1930578.0
T00737,P02773,A011,2024-05-27,4205283.0
T00738,P00350,A034,2024-08-04,2231241.0
T00739,P02444,A027,2024-02-09,5352227.0
T00740,P00605,A039,2024-09-30,2423735.0
T00741,P04098,A004,2023-10-26,6180218.0
T00742,P02352,A029,2023-08-18,3256057.0
T00743,P02041,A004,2023-09-22,2079559.0
T00744,P03078,A004,2024-02-03,4828431.0
T00745,P02682,A034,2023-08-09,4204382.0
T00746,P02140,A014,2023-10-09,4000198.0
T00747,P03474,A013,2024-07-14,4570440.0
T00748,P04522,A008,2024-01-09,2401950.0
T00749,P01732,A005,2024-04-15,1886252.0
T00750,P02167,A027,2023-12-17,1540720.0
T00751,P02248,A021,2024-09-25,4980399.0
T00752,P02692,A024,2023-03-23,7139055.0
T00753,P01028,A007,2023-08-23,2564434.0
T00754,P03478,A040,2023-03-09,6990326.0
T00755,P01994,A001,2025-03-25,8465385.0
T00756,P00288,A018,2024-05-20,3935489.0
T00757,P02114,A021,2023-08-30,4083990.0
T00758,P01626,A005,2024-08-08,5865917.0
T00759,P03173,A024,2024-02-13,6987021.0
T00760,P04200,A024,2023-09-04,7049252.0
T00761,P00294,A022,2023-04-21,2476826.0
T00762,P04075,A015,2023-10-08,9118913.0
T00763,P00668,A038,2023-08-28,5316975.0
T00764,P00988,A008,2024-08-21,1560763.0
T00765,P00430,A030,2023-05-20,7686108.0
T00766,P02713,A015,2023-03-02,1601434.0
T00767,P02071,A016,2024-04-27,3092013.0
T00768,P00352,A010,2024-07-28,3076803.0
T00769,P04755,A027,2025-02-06,7591225.0
T00770,P02232,A008,2023-08-19,4564962.0
T00771,P02969,A015,2024-02-15,3729264.0
T00772,P04110,A020,2024-11-19,3322576.0
T00773,P03196,A001,2024-01-18,4189388.0
T00774,P02172,A033,2023-09-18,7247822.0
T00775,P04587,A014,2023-12-13,5806573.0
T00776,P00596,A036,2024-03-16,5544631.0
T00777,P02732,A026,2024-02-22,5598482.0
T00778,P00682,A011,2023-04-27,1584195.0
T00779,P02215,A027,2023-09-21,8236109.0
T00780,P03699,A018,2023-03-31,1933988.0
T00781,P03612,A020,2024-01-25,5882537.0
T00782,P03363,A034,2024-09-02,2103913.0
T00783,P00858,A026,2024-04-16,4319976.0
T00784,P03684,A040,2024-04-09,2941580.0
T00785,P02665,A038,2023-04-30,3256909.0
T00786,P03156,A034,2024-09-16,4958992.0
T00787,P03663,A019,2023-12-27,8870486.0
T00788,P00332,A020,2024-03-13,3673216.0
T00789,P00771,A036,2024-07-29,683357.0
T00790,P01930,A035,2023-10-20,9428861.0
T00791,P01284,A015,2024-10-14,2030503.0
T00792,P03666,A029,2023-08-19,4190288.0
T00793,P04631,A024,2024-12-24,6747921.0
T00794,P03924,A005,2025-01-13,1202068.0
T00795,P02606,A005,2024-06-06,3865133.0
T00796,P02862,A004,2023-08-28,8339518.0
T00797,P04142,A011,2023-08-18,5384148.0
T00798,P01883,A038,2023-11-14,4664111.0
T00799,P04974,A013,2023-09-20,4016899.0
T00800,P01935,A037,2023-10-23,3657567.0
T00801,P02883,A018,2023-10-22,1247141.0
T00802,P01145,A019,2023-04-22,6259261.0
T00803,P01409,A011,2024-02-26,3550025.0
T00804,P02170,A027,2024-09-22,2628625.0
T00805,P01234,A024,2024-06-01,3646200.0
T00806,P02143,A013,2024-02-26,5043909.0
T00807,P02379,A032,2025-01-30,1443008.0
T00808,P00639,A029,2024-03-17,5017730.0
T00809,P04261,A029,2023-10-02,2392726.0
T00810,P01719,A018,2024-11-18,2558511.0
T00811,P01061,A026,2023-06-12,2432830.0
T00812,P00620,A014,2025-01-18,4527414.0
T00813,P01853,A040,2023-10-21,8840793.0
T00814,P02849,A018,2024-05-31,8868863.0
T00815,P03213,A011,2024-03-31,3800507.0
T00816,P01566,A019,2023-09-30,3371899.0
T00817,P02249,A038,2025-01-28,9581051.0
T00818,P01571,A038,2023-09-14,6657858.0
T00819,P03183,A015,2023-12-24,12001561.0
T00820,P02678,A036,2024-07-23,3014684.0
T00821,P04012,A013,2023-09-25,2173810.0
T00822,P00029,A008,2025-03-27,6508524.0
T00823,P00510,A009,2023-12-26,3760775.0
T00824,P01967,A012,2025-04-20,2826581.0
T00825,P04148,A012,2024-02-26,8676590.0
T00826,P03867,A012,2024-08-16,1807021.0
T00827,P01416,A016,2024-01-18,4912642.0
T00828,P01033,A001,2024-10-05,6600720.0
T00829,P04938,A016,2024-12-06,6374162.0
T00830,P02972,A022,2024-10-09,14478749.0
T00831,P02687,A017,2024-06-16,4627195.0
T00832,P03717,A020,2023-03-16,1069102.0
T00833,P01221,A010,2023-09-07,4613053.0
T00834,P02798,A005,2023-10-08,1833863.0
T00835,P00318,A037,2024-03-11,1858706.0
T00836,P04001,A040,2024-11-17,3110548.0
T00837,P01111,A017,2025-03-27,5675617.0
T00838,P00024,A031,2023-11-25,5227207.0
T00839,P03320,A006,2024-05-17,4825397.0
T00840,P02493,A008,2024-11-14,5160259.0
T00841,P03972,A021,2023-11-01,3274749.0
T00842,P00176,A029,2025-02-12,3304449.0
T00843,P00663,A029,2024-02-10,5389594.0
T00844,P04822,A014,2023-10-01,4505379.0
T00845,P00209,A036,2024-02-03,1395052.0
T00846,P04236,A026,2024-02-25,6185488.0
T00847,P03977,A013,2024-08-07,4804583.0
T00848,P01891,A019,2024-04-09,4643213.0
T00849,P04535,A012,2024-01-29,6558169.0
T00850,P03299,A006,2025-02-03,1531350.0
T00851,P01140,A001,2023-09-15,2140104.0
T00852,P01002,A019,2025-03-31,10046402.0
T00853,P02654,A001,2023-07-19,8912877.0
T00854,P04858,A039,2024-03-10,4978263.0
T00855,P03062,A036,2024-03-13,3793506.0
T00856,P02236,A030,2024-03-06,5782359.0
T00857,P00094,A031,2023-10-21,4793539.0
T00858,P03628,A026,2024-06-03,2705022.0
T00859,P02915,A030,2024-07-23,5602111.0
T00860,P03105,A034,2025-02-01,3707880.0
T00861,P04514,A021,2024-03-24,8920643.0
T00862,P01583,A034,2023-12-19,5286674.0
T00863,P03207,A010,2024-08-08,1622728.0
T00864,P01872,A036,2023-07-26,4096257.0
T00865,P04304,A029,2024-09-25,6299746.0
T00866,P04650,A005,2023-10-29,5037867.0
T00867,P04996,A008,2024-11-01,9824931.0
T00868,P02080,A006,2024-01-21,3912296.0
T00869,P03647,A010,2023-08-31,4823545.0
T00870,P04827,A032,2024-09-28,3814906.0
T00871,P00552,A034,2023-06-28,5225766.0
T00872,P01788,A040,2023-04-05,6121002.0
T00873,P04508,A006,2024-06-23,4956611.0
T00874,P01433,A023,2024-09-23,2092042.0
T00875,P04263,A033,2025-01-29,8069133.0
T00876,P00757,A039,2024-05-19,5874938.0
T00877,P04677,A004,2025-01-30,3259253.0
T00878,P00343,A027,2024-06-20,8418660.0
T00879,P01306,A004,2023-06-29,7783127.0
T00880,P00919,A004,2024-10-20,5329297.0
T00881,P01744,A034,2024-01-08,4228957.0
T00882,P03129,A038,2024-12-03,4193769.0
T00883,P03927,A008,2023-07-24,6799852.0
T00884,P04949,A034,2023-04-08,9926536.0
T00885,P03120,A037,2024-08-18,2612598.0
T00886,P00084,A022,2024-01-08,4256293.0
T00887,P04626,A007,2023-10-21,2871704.0
T00888,P01287,A030,2023-12-28,2325432.0
T00889,P01669,A022,2024-03-14,2512743.0
T00890,P04188,A015,2023-10-18,
T00891,P02584,A035,2023-03-23,2502500.0
T00892,P04780,A025,2023-06-10,6041204.0
T00893,P02125,A011,2024-10-07,1207404.0
T00894,P04768,A017,2024-05-04,10398951.0
T00895,P03827,A013,2025-02-13,4033905.0
T00896,P04648,A022,2024-01-07,4577722.0
T00897,P03277,A011,2024-01-04,6280733.0
T00898,P04691,A026,2024-06-30,3043038.0
T00899,P03658,A018,2024-06-26,2438181.0
T00900,P03967,A003,2023-08-08,9771618.0
T00901,P03781,A001,2024-08-25,
T00902,P01953,A004,2024-12-22,5326353.0
T00903,P00483,A007,2023-07-03,5980527.0
T00904,P01656,A004,2024-02-16,2306773.0
T00905,P01389,A027,2024-08-30,3082395.0
T00906,P00799,A024,2023-11-24,4690807.0
T00907,P03947,A001,2023-08-31,1704852.0
T00908,P02307,A017,2024-04-16,5883947.0
T00909,P01202,A012,2024-06-16,4279460.0
T00910,P02803,A021,2024-05-17,4206375.0
T00911,P03308,A024,2024-11-27,6968312.0
T00912,P01325,A021,2023-05-03,6357175.0
T00913,P03806,A016,2024-05-19,6089225.0
T00914,P02945,A002,2023-10-14,4973209.0
T00915,P03685,A032,2024-06-27,4173378.0
T00916,P00911,A032,2024-01-01,6929658.0
T00917,P02574,A035,2024-12-25,2922111.0
T00918,P03826,A029,2024-05-26,3171746.0
T00919,P00687,A014,2025-01-02,4757876.0
T00920,P03350,A028,2024-07-19,5427754.0
T00921,P04094,A037,,6580182.0
T00922,P02770,A002,2023-07-27,4050085.0
T00923,P04455,A021,2023-07-23,7557920.0
T00924,P01735,A027,2024-08-13,4498480.0
T00925,P02756,A040,2023-05-15,8881496.0
T00926,P00931,A021,2023-12-11,6348241.0
T00927,P02588,A036,2023-01-25,5658072.0
T00928,P00612,A031,2024-07-11,8181018.0
T00929,P04538,A032,2024-07-02,2650378.0
T00930,P04420,A004,2023-05-29,1091508.0
T00931,P01923,A021,2024-05-13,8517617.0
T00932,P02689,A030,2024-05-06,2703499.0
T00933,P01136,A005,2023-06-21,5766366.0
T00934,P04010,A039,2023-05-11,8541438.0
T00935,P02918,A028,2024-03-26,7015505.0
T00936,P04969,A035,2025-01-08,6655646.0
T00937,P01590,A026,2023-07-27,4607667.0
T00938,P04016,A036,2023-09-18,4634147.0
T00939,P01125,A037,2023-02-24,6567791.0
T00940,P03064,A004,2025-03-19,8452071.0
T00941,P04636,A038,2024-07-04,7933741.0
T00942,P04573,A022,2023-09-28,5347971.0
T00943,P03669,A020,2023-12-10,9226312.0
T00944,P00130,A010,2023-12-15,1756003.0
T00945,P00957,A017,2024-09-07,1563090.0
T00946,P01190,A022,2024-01-22,2506260.0
T00947,P04408,A022,2024-06-16,3275154.0
T00948,P02169,A029,2023-05-03,1578321.0
T00949,P04584,A028,2024-08-15,5628828.0
T00950,P02507,A030,2023-04-10,5478124.0
T00951,P04523,A024,2025-01-09,5524736.0
T00952,P03276,A040,2024-07-12,4509070.0
T00953,P01104,A036,2024-11-12,2887162.0
T00954,P04669,A039,2024-09-09,4474254.0
T00955,P04239,A029,2024-02-27,2025231.0
T00956,P02302,A010,2023-12-03,6089804.0
T00957,P03133,A039,2023-06-28,5002991.0
T00958,P00056,A037,2024-07-20,3684795.0
T00959,P01969,A012,2023-08-29,3474129.0
T00960,P02481,A036,2023-12-02,7069673.0
T00961,P01189,A021,2023-09-18,2809199.0
T00962,P03116,A029,2024-08-07,2011221.0
T00963,P01621,A014,2023-09-24,10541790.0
T00964,P01911,A011,2023-10-01,1694855.0
T00965,P00776,A017,2024-01-04,4132305.0
T00966,P01195,A008,2024-01-17,2248175.0
T00967,P02743,A006,2024-12-14,3565468.0
T00968,P00830,A018,2024-08-29,6682453.0
T00969,P01137,A038,2023-08-28,2448691.0
T00970,P03908,A002,2024-02-22,5131614.0
T00971,P03212,A014,2023-05-03,11073664.0
T00972,P03778,A012,2024-04-01,3588423.0
T00973,P02005,A009,2024-03-25,3221169.0
T00974,P01477,A003,2025-02-23,6136433.0
T00975,P01514,A008,2025-03-13,6455722.0
T00976,P02953,A021,2023-02-22,2950592.0
T00977,P03820,A018,2024-07-10,5266623.0
T00978,P00383,A025,2023-09-25,4398695.0
T00979,P03753,A035,2023-07-20,5341580.0
T00980,P00038,A005,2023-10-31,7781600.0
T00981,P01067,A014,2023-04-13,7146614.0
T00982,P03737,A035,2025-05-12,2703584.0
T00983,P03752,A010,2024-04-27,4793871.0
T00984,P00106,A004,2023-10-18,7076996.0
T00985,P03219,A010,2023-04-08,6466732.0
T00986,P01876,A016,2024-07-18,5699609.0
T00987,P02963,A011,2025-01-24,4092183.0
T00988,P01551,A021,2024-09-29,3652789.0
T00989,P00743,A009,2024-05-30,1210985.0
T00990,P02419,A024,2023-05-29,4843958.0
T00991,P03638,A035,2024-11-24,3321594.0
T00992,P04880,A013,2024-03-21,8908015.0
T00993,P01683,A022,2023-10-28,4308585.0
T00994,P02275,A029,2023-08-07,8631317.0
T00995,P00848,A003,2024-08-25,2213481.0
T00996,P04870,A014,2023-11-05,6365379.0
T00997,P00414,A026,2023-04-11,3797468.0
T00998,P04979,A011,2024-11-25,8577226.0
T00999,P01898,A017,2024-08-26,5311234.0
T01000,P00472,A019,2024-04-24,3452198.0
T01001,P04597,A038,2024-02-19,5140487.0
T01002,P02556,A005,2024-06-13,2878700.0
T01003,P01724,A026,2024-07-03,3294212.0
T01004,P01105,A039,2024-07-30,
T01005,P02049,A037,2025-02-01,4244961.0
T01006,P04193,A023,2024-12-01,2006632.0
T01007,P03098,A016,2023-05-27,9025420.0
T01008,P01015,A006,2023-04-08,4626037.0
T01009,P01197,A011,2023-11-02,3104228.0
T01010,P00999,A032,2023-07-29,8355843.0
T01011,P02349,A002,2024-06-26,4379465.0
T01012,P03971,A029,2024-04-16,6861362.0
T01013,P04882,A038,2024-10-21,3951796.0
T01014,P02763,A018,2023-06-08,3935961.0
T01015,P03883,A033,2023-11-20,8413153.0
T01016,P02718,A040,2023-11-04,4150134.0
T01017,P02394,A031,2024-01-29,1228252.0
T01018,P04905,A021,2023-05-29,4452321.0
T01019,P04551,A023,2024-02-29,5259494.0
T01020,P01836,A009,2024-07-24,3838263.0
T01021,P04190,A006,2024-11-02,5144945.0
T01022,P02353,A032,2023-08-26,2102051.0
T01023,P04936,A021,2024-05-12,6152448.0
T01024,P01772,A038,2024-11-02,1694031.0
T01025,P00979,A030,2025-03-31,4289560.0
T01026,P04243,A011,2023-02-02,6689402.0
T01027,P04613,A039,2023-12-29,4495077.0
T01028,P04308,A001,2024-01-31,7148010.0
T01029,P00781,A004,2024-01-14,5530853.0
T01030,P04744,A025,2023-11-16,7995002.0
T01031,P03761,A025,2023-04-22,4794797.0
T01032,P02405,A030,2024-08-26,4485876.0
T01033,P03992,A026,2025-04-29,2267428.0
T01034,P00279,A011,2024-02-24,1988444.0
T01035,P00369,A006,2024-09-22,8165664.0
T01036,P03841,A039,2023-12-03,3697895.0
T01037,P00204,A014,2024-06-12,4031575.0
T01038,P00738,A007,2024-12-18,6164342.0
T01039,P01043,A003,2024-12-31,4746557.0
T01040,P01812,A033,2023-11-21,3181888.0
T01041,P00829,A034,2023-10-31,3935284.0
T01042,P00725,A036,2023-07-28,3810453.0
T01043,P03162,A035,2024-10-16,3544408.0
T01044,P00837,A007,2023-09-09,2536301.0
T01045,P02401,A001,2023-08-07,3007582.0
T01046,P02954,A021,2023-08-07,1394713.0
T01047,P01909,A021,2024-10-20,6086082.0
T01048,P04915,A002,2023-07-09,4513532.0
T01049,P01628,A036,2024-03-11,2125703.0
T01050,P04086,A026,2023-08-06,1679846.0
T01051,P00894,A028,2024-04-05,2277445.0
T01052,P00002,A022,2024-05-24,2653524.0
T01053,P03177,A040,2024-09-05,2364722.0
T01054,P03675,A032,2024-06-14,1332448.0
T01055,P02067,A024,2025-03-19,1655754.0
T01056,P04375,A021,2024-07-17,4988735.0
T01057,P04279,A034,2024-11-10,1117762.0
T01058,P04389,A015,2024-04-18,5506826.0
T01059,P00637,A035,2023-07-28,4231795.0
T01060,P01361,A006,2024-01-30,4276918.0
T01061,P01013,A002,2023-10-26,2462672.0
T01062,P03443,A003,2024-01-07,3651812.0
T01063,P01922,A015,2024-08-03,10027696.0
T01064,P00437,A022,2024-04-09,10912288.0
T01065,P01641,A036,2023-09-25,6174597.0
T01066,P03448,A037,2024-03-18,5685123.0
T01067,P04749,A002,2023-10-21,2150436.0
T01068,P04685,A031,2025-04-18,4293867.0
T01069,P00232,A009,2023-08-11,6524348.0
T01070,P01462,A016,2023-08-01,7735087.0
T01071,P04013,A035,2024-12-01,6732181.0
T01072,P01322,A040,2023-03-04,7202247.0
T01073,P00374,A032,2024-02-03,2846540.0
T01074,P00949,A008,2024-01-29,4226512.0
T01075,P00284,A002,2023-11-27,3492240.0
T01076,P03683,A040,2024-09-19,2928981.0
T01077,P00890,A010,2025-02-23,3115046.0
T01078,P00728,A010,2024-01-20,6492726.0
T01079,P04257,A021,2024-06-05,7040641.0
T01080,P02336,A007,2023-07-05,5698958.0
T01081,P02651,A027,2023-11-22,2479145.0
T01082,P04025,A035,2023-06-26,7945888.0
T01083,P03837,A014,2023-12-24,4565982.0
T01084,P01385,A019,2023-10-25,2156571.0
T01085,P03442,A036,2024-11-13,6786028.0
T01086,P00066,A036,2024-08-31,2919696.0
T01087,P00869,A004,2024-10-14,4906278.0
T01088,P00250,A030,2023-11-08,
T01089,P01300,A001,2024-01-13,3089940.0
T01090,P04102,A007,2023-08-06,3533761.0
T01091,P01703,A026,2023-09-23,2607238.0
T01092,P03017,A005,2024-06-13,6297294.0
T01093,P03391,A008,2023-07-16,1486152.0
T01094,P02456,A018,2024-02-03,2335361.0
T01095,P04150,A017,2024-01-28,5861908.0
T01096,P00335,A023,2023-04-14,6404313.0
T01097,P01903,A037,2024-07-07,13050098.0
T01098,P01128,A017,2023-10-27,9044240.0
T01099,P03459,A013,2024-07-04,5834370.0
T01100,P04427,A009,2024-05-29,4170727.0
T01101,P00635,A036,2023-11-04,6089442.0
T01102,P00966,A009,2023-06-29,9596730.0
T01103,P01345,A001,2024-09-06,1326602.0
T01104,P03147,A021,2023-09-22,983147.0
T01105,P04773,A030,2024-07-31,5664128.0
T01106,P02568,A001,2023-07-13,2729992.0
T01107,P00827,A026,2024-10-31,3103658.0
T01108,P01257,A018,2024-07-30,1930789.0
T01109,P00452,A032,2023-08-21,8996704.0
T01110,P02251,A002,2024-05-08,4533551.0
T01111,P01203,A036,2023-10-11,4663878.0
T01112,P04585,A035,,2160272.0
T01113,P02615,A028,2023-08-27,4581401.0
T01114,P04622,A025,2023-04-10,8705222.0
T01115,P02334,A029,2025-02-22,3756057.0
T01116,P03529,A007,2024-09-09,4559981.0
T01117,P00041,A036,2024-12-12,11107750.0
T01118,P03560,A031,2023-11-15,3473402.0
T01119,P01652,A031,2023-06-26,4153490.0
T01120,P01777,A020,2023-09-17,2021006.0
T01121,P04203,A006,2024-06-15,3508704.0
T01122,P04893,A021,2024-05-14,2107505.0
T01123,P00516,A022,2023-10-26,2197378.0
T01124,P04278,A011,2024-01-25,1736205.0
T01125,P01228,A037,2023-08-20,5214129.0
T01126,P03988,A016,2024-09-21,6803093.0
T01127,P00079,A039,2023-07-14,2164571.0
T01128,P03137,A036,2024-04-24,2780452.0
T01129,P04833,A003,2023-10-18,7053106.0
T01130,P01344,A006,2024-08-26,9260077.0
T01131,P01318,A016,2024-12-29,6564355.0
T01132,P04078,A025,2023-02-05,8411517.0
T01133,P02790,A005,2023-02-06,5682045.0
T01134,P03119,A009,2024-11-15,2833588.0
T01135,P01541,A035,2024-01-07,2997315.0
T01136,P02058,A018,2023-10-25,7738377.0
T01137,P02880,A023,2024-01-14,6968894.0
T01138,P00019,A022,2024-05-16,6316508.0
T01139,P00445,A039,2024-09-20,1387248.0
T01140,P03599,A005,2024-03-23,6536694.0
T01141,P02297,A021,2023-10-07,8590219.0
T01142,P04754,A004,2023-06-03,3105805.0
T01143,P02924,A002,2024-05-08,988694.0
T01144,P00727,A020,2024-06-15,3598566.0
T01145,P03370,A037,2023-09-21,5182833.0
T01146,P02637,A017,2025-03-29,8750544.0
T01147,P00800,A029,2024-07-18,2729252.0
T01148,P02552,A037,2024-01-30,3425446.0
T01149,P02340,A001,2023-10-14,1274916.0
T01150,P00770,A028,2023-10-29,3966867.0
T01151,P00898,A036,2023-12-19,6555828.0
T01152,P03561,A036,2024-02-17,9251047.0
T01153,P03910,A030,2024-01-29,7919609.0
T01154,P00570,A038,2023-07-24,4543711.0
T01155,P04930,A025,2024-12-07,6258621.0
T01156,P04332,A001,2023-12-16,4193826.0
T01157,P03945,A040,2025-01-08,2722408.0
T01158,P00311,A036,2024-10-31,5652262.0
T01159,P02726,A008,2025-01-31,6737477.0
T01160,P02380,A039,2023-08-22,2060070.0
T01161,P00030,A027,2023-10-02,2594744.0
T01162,P02831,A019,2025-02-23,2583962.0
T01163,P03541,A033,2023-04-13,6470355.0
T01164,P03564,A026,2023-09-07,6043677.0
T01165,P04888,A032,2024-08-11,1681163.0
T01166,P01399,A014,2024-01-13,4650384.0
T01167,P00565,A016,2024-07-29,7685433.0
