property_id,listed_date,asking_price
P00823,2023-06-02,1004288.0
P00824,2023-12-04,4454994.0
P00825,2023-05-25,4355460.0
P00826,2023-06-10,2104403.0
P00827,2024-07-29,3056154.0
P00828,2024-09-19,1590615.0
P00829,2023-07-29,3803395.0
P00830,2024-02-17,6731528.0
P00831,2023-08-15,7833585.0
P00832,2023-04-19,1888064.0
P00833,2023-03-05,1927144.0
P00834,2024-07-23,2913980.0
P00835,2023-02-12,5207158.0
P00836,2023-11-11,5108777.0
P00837,2023-05-21,2730769.0
P00838,2024-04-30,1472832.0
P00839,2023-03-27,4619360.0
P00840,2024-01-04,4978414.0
P00841,2023-08-09,3389751.0
P00842,2023-11-29,5737182.0
P00843,2023-04-29,5741762.0
P00844,2023-03-16,3284971.0
P00845,2023-04-24,5471542.0
P00846,2024-01-04,3510562.0
P00847,2024-02-18,5362756.0
P00848,2024-08-01,2166246.0
P00849,2024-08-25,3272296.0
P00850,2024-04-25,7746758.0
P00851,2023-01-08,5861196.0
P00852,2024-03-25,1749841.0
P00853,2024-03-26,7359831.0
P00854,2024-03-27,7650109.0
P00855,2024-02-26,8093638.0
P00856,2024-03-15,3022476.0
P00857,2024-01-09,4537574.0
P00858,2024-01-31,4796383.0
P00859,2024-03-18,1210701.0
P00860,2023-01-28,2463401.0
P00861,2023-11-22,8026451.0
P00862,2023-03-23,2614685.0
P00863,2024-08-15,1412536.0
P00864,2024-09-24,5908289.0
P00865,2023-04-12,7355424.0
P00866,2024-07-23,6167532.0
P00867,2023-10-30,9369366.0
P00868,2024-03-05,5167208.0
P00869,2024-02-22,4733911.0
P00870,2023-03-17,1266947.0
P00871,2024-08-03,1291979.0
P00872,2024-02-14,1470471.0
P00873,2023-11-08,4646007.0
P00874,2024-01-28,2895789.0
P00875,2024-09-16,9407780.0
P00876,2024-02-18,2028702.0
P00877,2024-02-24,1817678.0
P00878,2024-07-14,7206728.0
P00879,2024-03-22,4270763.0
P00880,2023-04-02,5000163.0
P00881,2024-06-06,8192855.0
P00882,2024-07-28,8734155.0
P00883,2024-04-13,7389038.0
P00884,2023-04-08,1991681.0
P00885,2023-11-30,7326707.0
P00886,2024-05-08,3871255.0
P00887,2024-09-03,7186242.0
P00888,2023-01-23,7505753.0
P00889,2023-03-11,6971204.0
P00890,2024-08-19,3389781.0
P00891,2024-05-26,5207902.0
P00892,2024-06-09,7879085.0
P00893,2023-05-14,6181989.0
P00894,2024-02-12,2277639.0
P00895,2024-06-13,9922238.0
P00896,2023-02-13,2594533.0
P00897,2023-07-01,3802664.0
P00898,2023-07-08,7429003.0
P00899,2023-12-13,4282885.0
P00900,2023-06-12,1933706.0
P00901,2023-08-07,7489170.0
P00902,2023-06-14,5423058.0
P00903,2023-02-10,3545730.0
P00904,2024-03-05,3237569.0
P00905,2024-02-13,2260172.0
P00906,2024-07-13,1656962.0
P00907,2024-01-04,4964354.0
P00908,2024-03-11,4503840.0
P00909,2023-08-18,9047706.0
P00910,2023-09-06,3188758.0
P00911,2023-09-21,7126095.0
P00912,2024-09-11,4641613.0
P00913,2023-10-29,6452302.0
P00914,2024-07-05,2473332.0
P00915,2023-07-24,3623281.0
P00916,2024-03-13,6437994.0
P00917,2023-06-25,2943358.0
P00918,2023-09-11,8287459.0
P00919,2024-07-02,6141689.0
P00920,2024-03-12,4458819.0
P00921,2023-11-07,1188287.0
P00922,2023-09-18,1926503.0
P00923,2024-05-26,6834456.0
P00924,2023-04-10,4131923.0
P00925,2024-06-26,6766754.0
P00926,2024-01-31,7901624.0
P00927,2023-07-30,3733085.0
P00928,2024-03-22,6684515.0
P00929,2024-09-25,4475545.0
P00930,2023-08-12,1415461.0
P00931,2023-09-09,7184554.0
P00932,2024-08-16,4944732.0
P00933,2023-08-09,2044480.0
P00934,2024-06-29,3736049.0
P00935,2024-07-28,6355504.0
P00936,2024-01-08,3811665.0
P00937,2023-02-22,4459813.0
P00938,2023-02-08,2183919.0
P00939,2023-06-29,3410280.0
P00940,2023-01-12,7703722.0
P00941,2024-05-02,6828029.0
P00942,2024-02-13,2178966.0
P00943,2023-10-18,5284466.0
P00944,2024-06-04,1664650.0
P00945,2023-03-27,4400401.0
P00946,2023-11-16,2837146.0
P00947,2023-08-05,3135478.0
P00948,2023-01-16,8743361.0
P00949,2023-11-02,4428438.0
P00950,2023-04-03,4427128.0
P00951,2023-01-30,2061785.0
P00952,2023-05-15,3231964.0
P00953,2023-05-05,3709510.0
P00954,2024-02-06,5035210.0
P00955,2024-05-21,3935582.0
P00956,2023-11-07,7995254.0
P00957,2024-02-14,1555903.0
P00958,2023-03-07,2237058.0
P00959,2024-05-17,10180444.0
P00960,2023-11-17,10199922.0
P00961,2023-10-01,10867261.0
P00962,2024-07-09,2810293.0
P00963,2023-07-20,2079470.0
P00964,2023-10-08,4241144.0
P00965,2024-08-14,2710855.0
P00966,2023-04-06,9215411.0
P00967,2023-11-30,10847087.0
P00968,2024-01-05,4837014.0
P00969,2024-03-23,5317640.0
P00970,2024-08-16,3758316.0
P00971,2023-08-08,5373443.0
P00972,2023-03-16,8532862.0
P00973,2023-09-13,8110409.0
P00974,2023-04-10,4556818.0
P00975,2024-04-10,7224502.0
P00976,2023-12-29,2657603.0
P00977,2024-04-28,5251134.0
P00978,2023-08-06,5375335.0
P00979,2024-09-01,5020638.0
P00980,2024-07-26,6248659.0
P00981,2024-08-08,3768276.0
P00982,2024-03-31,2785650.0
P00983,2023-04-30,3358023.0
P00984,2023-04-04,3616996.0
P00985,2024-09-03,7184282.0
P00986,2024-07-10,6161712.0
P00987,2024-07-16,4481741.0
P00988,2024-02-15,1791261.0
P00989,2024-07-01,1930737.0
P00990,2023-11-12,6175837.0
P00991,2023-04-14,4336940.0
P00992,2023-06-13,5438508.0
P00993,2024-06-28,1758018.0
P00994,2024-02-20,4957090.0
P00995,2024-09-29,6261809.0
P00996,2024-07-28,6191414.0
P00997,2024-04-30,2045609.0
P00998,2023-01-25,6236806.0
P00999,2023-04-29,7995660.0
P01000,2023-08-28,4101371.0
P01001,2023-01-23,1008084.0
P01002,2024-08-20,11473833.0
P01003,2023-05-26,5908558.0
P01004,2023-09-02,6490931.0
P01005,2024-03-07,7151599.0
P01006,2023-01-23,6307294.0
P01007,2024-02-11,1428529.0
P01008,2023-03-06,5264722.0
P01009,2024-07-30,10671647.0
P01010,2024-03-17,5146644.0
P01011,2023-08-03,10086607.0
P01012,2024-03-23,1253990.0
P01013,2023-07-20,2662220.0
P01014,2023-03-15,4375147.0
P01015,2023-01-07,5065527.0
P01016,2023-05-21,3435805.0
P01017,2024-03-28,2391634.0
P01018,2023-12-27,3196451.0
P01019,2023-06-24,4202847.0
P01020,2024-03-14,6948209.0
P01021,2023-09-06,6979195.0
P01022,2023-04-11,2846088.0
P01023,2024-03-09,5721677.0
P01024,2023-10-19,3254440.0
P01025,2023-12-26,5509274.0
P01026,2023-03-06,7759840.0
P01027,2023-02-01,3557477.0
P01028,2023-03-06,2877797.0
P01029,2023-05-23,2819049.0
P01030,2023-05-24,9424701.0
P01031,2024-08-10,3555403.0
P01032,2024-05-15,2265956.0
P01033,2024-07-16,7345941.0
P01034,2023-10-31,1751332.0
P01035,2023-07-26,2081235.0
P01036,2023-09-15,2813317.0
P01037,2024-07-08,6050303.0
P01038,2023-08-16,11410665.0
P01039,2024-02-09,5281970.0
P01040,2023-04-03,2676215.0
P01041,2024-09-19,3385980.0
P01042,2024-02-15,4097154.0
P01043,2024-09-09,4756932.0
P01044,2023-07-08,1410771.0
P01045,2024-01-30,6138939.0
P01046,2023-06-25,2435298.0
P01047,2023-10-26,4298006.0
P01048,2023-04-01,6300256.0
P01049,2023-10-10,1239387.0
P01050,2023-12-05,1378424.0
P01051,2023-04-11,5587440.0
P01052,2023-09-12,1159033.0
P01053,2023-03-01,5231803.0
P01054,2024-02-17,4391267.0
P01055,2023-07-19,6059602.0
P01056,2023-02-27,6662254.0
P01057,2023-11-24,5755420.0
P01058,2024-06-17,3873497.0
P01059,2024-09-25,1329222.0
P01060,2024-09-09,1208795.0
P01061,2023-04-21,2438557.0
P01062,2023-05-14,9320885.0
P01063,2024-07-24,8482316.0
P01064,2024-02-09,9458469.0
P01065,2023-12-14,3715761.0
P01066,2024-05-27,7895028.0
P01067,2023-02-11,7135997.0
P01068,2023-12-21,10280807.0
P01069,2024-01-01,5679283.0
P01070,2024-08-20,6124484.0
P01071,2023-10-26,2965755.0
P01072,2023-11-24,5085512.0
P01073,2024-05-26,6071488.0
P01074,2023-06-22,5027144.0
P01075,2023-02-14,5617611.0
P01076,2023-10-29,7271542.0
P01077,2024-01-26,3829125.0
P01078,2023-11-08,7175411.0
P01079,2024-03-27,4113463.0
P01080,2023-06-12,8382690.0
P01081,2023-01-10,2161554.0
P01082,2024-05-17,3627261.0
P01083,2024-06-27,1229639.0
P01084,2024-01-30,3765109.0
P01085,2023-07-20,4206268.0
P01086,2023-08-25,6370718.0
P01087,2023-11-03,11593346.0
P01088,2023-09-27,3272706.0
P01089,2023-05-23,5166525.0
P01090,2023-08-26,6072363.0
P01091,2023-07-10,6617434.0
P01092,2023-10-14,9696179.0
P01093,2023-08-28,3672728.0
P01094,2023-12-04,8977116.0
P01095,2024-05-30,3407615.0
P01096,2023-07-31,1029428.0
P01097,2023-02-06,11169624.0
P01098,2024-06-06,3787641.0
P01099,2023-04-30,3353666.0
P01100,2024-08-16,5316572.0
P01101,2023-12-04,4999026.0
P01102,2023-12-01,12677444.0
P01103,2023-09-19,945259.0
P01104,2024-03-30,2992817.0
P01105,2024-02-22,2409978.0
P01106,2024-08-17,7044930.0
P01107,2023-01-11,7256331.0
P01108,2023-05-03,3958611.0
P01109,2023-06-27,11963788.0
P01110,2023-05-02,4776271.0
P01111,2024-08-28,5918726.0
P01112,2023-02-16,1115057.0
P01113,2023-03-19,3009970.0
P01114,2023-10-10,8457598.0
P01115,2023-06-18,5845243.0
P01116,2024-01-21,6042248.0
P01117,2023-12-25,5803178.0
P01118,2024-07-06,5941357.0
P01119,2023-10-16,3295317.0
P01120,2024-08-21,5533080.0
P01121,2023-05-02,1561441.0
P01122,2023-05-05,2332697.0
P01123,2023-09-07,5451188.0
P01124,2023-03-16,5544578.0
P01125,2023-01-19,6563546.0
P01126,2023-08-26,4272550.0
P01127,2023-12-10,3075248.0
P01128,2023-06-27,8686076.0
P01129,2023-06-23,8055653.0
P01130,2023-03-04,1059767.0
P01131,2023-03-13,5510837.0
P01132,2024-07-18,4180026.0
P01133,2023-02-12,7943540.0
P01134,2024-03-24,3364119.0
P01135,2024-04-01,12925254.0
P01136,2023-05-10,5717656.0
P01137,2023-06-08,2847385.0
P01138,2023-08-23,5752220.0
P01139,2024-02-25,11006337.0
P01140,2023-01-24,2079115.0
P01141,2024-06-05,1875408.0
P01142,2023-08-06,5025623.0
P01143,2023-11-16,2201076.0
P01144,2024-08-04,4987776.0
P01145,2023-03-27,6829410.0
P01146,2024-08-28,5467063.0
P01147,2024-01-28,10024409.0
P01148,2023-09-30,1486568.0
P01149,2023-02-15,6418731.0
P01150,2023-02-13,5900491.0
P01151,2024-06-06,2815806.0
P01152,2023-09-14,4457527.0
P01153,2024-05-01,5067541.0
P01154,2024-06-16,5392932.0
P01155,2023-09-14,2420022.0
P01156,2023-07-22,6165785.0
P01157,2023-06-21,11512759.0
P01158,2024-02-11,996302.0
P01159,2024-03-29,4600836.0
P01160,2023-08-12,6087365.0
P01161,2023-12-29,3544879.0
P01162,2023-12-11,4643844.0
P01163,2023-04-03,8805323.0
P01164,2023-12-02,9416147.0
P01165,2024-04-30,2036563.0
P01166,2024-09-06,1539954.0
P01167,2023-08-02,4038721.0
P01168,2023-06-02,4230129.0
P01169,2024-07-25,3017229.0
P01170,2024-08-10,4875231.0
P01171,2024-06-14,5900994.0
P01172,2023-08-03,2185238.0
P01173,2023-06-26,5865903.0
P01174,2024-02-04,3199316.0
P01175,2023-06-13,3276469.0
P01176,2024-05-06,2605425.0
P01177,2023-09-12,8987314.0
P01178,2023-07-29,2707171.0
P01179,2024-05-29,3504072.0
P01180,2023-08-15,6486267.0
P01181,2023-03-25,6196596.0
P01182,2024-05-22,2109606.0
P01183,2023-07-21,1848712.0
P01184,2024-02-23,6247941.0
P01185,2024-02-26,6095814.0
P01186,2023-02-23,982150.0
P01187,2023-01-22,3825288.0
P01188,2024-06-08,7272504.0
P01189,2023-02-05,3251891.0
P01190,2023-08-01,2715260.0
P01191,2024-05-02,1976007.0
P01192,2023-04-24,7755489.0
P01193,2023-11-30,4307102.0
P01194,2023-03-15,3967403.0
P01195,2023-12-23,2252350.0
P01196,2024-03-31,2886729.0
P01197,2023-06-09,3105116.0
P01198,2023-06-30,6999927.0
P01199,2023-12-06,7180280.0
P01200,2024-05-20,4189259.0
P01201,2023-12-15,6124226.0
P01202,2024-03-24,4160168.0
P01203,2023-09-22,4773292.0
P01204,2023-03-24,1767118.0
P01205,2024-09-08,8970329.0
P01206,2024-05-23,5109571.0
P01207,2023-02-01,5213862.0
P01208,2023-06-26,1587889.0
P01209,2023-09-23,6266632.0
P01210,2023-02-22,10073405.0
P01211,2024-07-01,2257561.0
P01212,2023-04-21,3208206.0
P01213,2023-05-12,5006633.0
P01214,2023-07-22,4958685.0
P01215,2024-08-20,2787064.0
P01216,2023-05-25,2278224.0
P01217,2023-09-29,4954949.0
P01218,2024-03-12,2630835.0
P01219,2023-04-11,7217153.0
P01220,2023-02-26,3186279.0
P01221,2023-03-01,4870532.0
P01222,2023-04-28,9707160.0
P01223,2023-07-28,8013223.0
P01224,2024-08-24,10943476.0
P01225,2024-08-10,2115832.0
P01226,2023-12-30,1861964.0
P01227,2024-08-23,5332272.0
P01228,2023-01-19,5949360.0
P01229,2023-12-26,6183919.0
P01230,2023-10-11,3358564.0
P01231,2023-03-17,3221193.0
P01232,2023-12-20,1167927.0
P01233,2023-10-19,1856474.0
P01234,2024-05-02,4264202.0
P01235,2023-09-24,2531308.0
P01236,2023-10-02,2507550.0
P01237,2023-05-28,1039568.0
P01238,2023-10-29,2171893.0
P01239,2023-02-18,7600794.0
P01240,2023-12-28,5018501.0
P01241,2023-09-01,9785490.0
P01242,2023-06-24,2264927.0
P01243,2023-08-26,6900450.0
P01244,2024-07-23,8583704.0
P01245,2024-03-25,4343791.0
P01246,2024-06-28,6728127.0
P01247,2023-09-09,7321553.0
P01248,2023-09-09,8507551.0
P01249,2023-01-09,6640942.0
P01250,2024-03-11,8705307.0
P01251,2023-01-13,4271812.0
P01252,2024-09-13,7053183.0
P01253,2023-10-25,7532972.0
P01254,2024-02-27,3279725.0
P01255,2024-09-26,4989526.0
P01256,2023-04-13,2854773.0
P01257,2024-04-21,2206748.0
P01258,2024-07-07,4569330.0
P01259,2024-01-10,5246740.0
P01260,2024-02-28,7813053.0
P01261,2023-11-20,7856265.0
P01262,2023-04-09,1451486.0
P01263,2024-09-18,9328973.0
P01264,2023-07-03,7001417.0
P01265,2023-09-04,3522698.0
P01266,2024-09-14,9343690.0
P01267,2023-02-06,4480955.0
P01268,2023-09-18,2579877.0
P01269,2023-12-22,8072241.0
P01270,2023-06-01,8510998.0
P01271,2024-03-04,6653732.0
P01272,2023-12-01,2501069.0
P01273,2023-06-17,8623008.0
P01274,2023-05-12,3515926.0
P01275,2023-07-03,5852327.0
P01276,2024-05-20,6164952.0
P01277,2023-11-29,9168583.0
P01278,2024-05-22,3715388.0
P01279,2024-04-04,6581396.0
P01280,2024-05-26,1457658.0
P01281,2024-06-30,7825003.0
P01282,2024-01-30,1590037.0
P01283,2023-08-19,6650204.0
P01284,2024-03-19,2121619.0
P01285,2024-08-26,9712433.0
P01286,2023-07-25,8455352.0
P01287,2023-11-08,2296124.0
P01288,2024-07-15,6750404.0
P01289,2024-01-17,2426600.0
P01290,2023-04-03,6230071.0
P01291,2023-08-12,1201121.0
P01292,2023-06-12,2301104.0
P01293,2023-11-02,2037222.0
P01294,2024-09-26,4384314.0
P01295,2024-06-20,6765257.0
P01296,2024-09-05,7170747.0
P01297,2024-04-18,2337951.0
P01298,2023-11-21,5531626.0
P01299,2024-02-26,924985.0
P01300,2023-11-15,3404655.0
P01301,2023-01-27,3057565.0
P01302,2023-03-16,2359771.0
P01303,2023-12-21,7543104.0
P01304,2024-02-26,5033057.0
P01305,2023-06-12,4271539.0
P01306,2023-01-20,7437915.0
P01307,2023-02-14,5891263.0
P01308,2023-07-20,1855971.0
P01309,2024-07-04,3875449.0
P01310,2023-09-25,7162447.0
P01311,2024-09-13,1627735.0
P01312,2024-07-25,2680549.0
P01313,2024-07-02,6482505.0
P01314,2024-09-10,2556555.0
P01315,2023-06-04,8157265.0
P01316,2024-09-14,4782285.0
P01317,2024-08-13,9549754.0
P01318,2024-05-25,7121880.0
P01319,2023-05-04,2784306.0
P01320,2023-07-05,3320852.0
P01321,2024-02-21,5670045.0
P01322,2023-01-29,7752723.0
P01323,2024-06-09,2903779.0
P01324,2023-09-29,5410487.0
P01325,2023-01-14,6606956.0
P01326,2023-07-10,1109806.0
P01327,2023-09-10,8282323.0
P01328,2024-02-23,5400877.0
P01329,2024-01-20,3451124.0
P01330,2023-08-26,8359616.0
P01331,2024-01-31,5786937.0
P01332,2024-07-23,3987065.0
P01333,2023-08-12,3777154.0
P01334,2023-08-28,10288584.0
P01335,2023-03-06,7034385.0
P01336,2023-08-30,6021188.0
P01337,2023-07-01,4757351.0
P01338,2024-04-30,2103426.0
P01339,2023-03-14,4207054.0
P01340,2024-01-13,3154099.0
P01341,2024-05-08,5691860.0
P01342,2023-06-13,5162866.0
P01343,2023-02-13,3641518.0
P01344,2024-03-08,9359731.0
P01345,2024-01-11,1470948.0
P01346,2023-12-26,1900091.0
P01347,2024-07-16,10470741.0
P01348,2023-03-08,1357588.0
P01349,2023-05-07,9348386.0
P01350,2023-10-26,6569505.0
P01351,2023-12-26,5270355.0
P01352,2024-08-10,2634134.0
P01353,2024-01-31,4605583.0
P01354,2023-05-16,1610774.0
P01355,2024-06-28,6144809.0
P01356,2023-09-22,5651677.0
P01357,2024-07-08,6538244.0
P01358,2023-06-26,10744478.0
P01359,2024-05-20,7564236.0
P01360,2023-12-10,8924728.0
P01361,2023-12-22,4964641.0
P01362,2024-09-15,5394114.0
P01363,2023-04-09,6167137.0
P01364,2023-07-17,4298321.0
P01365,2023-04-27,3450736.0
P01366,2024-06-16,8346827.0
P01367,2024-06-27,5447543.0
P01368,2024-06-19,4108303.0
P01369,2023-06-02,2592210.0
P01370,2023-06-15,2808243.0
P01371,2023-09-14,4675946.0
P01372,2024-05-08,8871556.0
P01373,2024-04-25,1274233.0
P01374,2024-09-23,6047795.0
P01375,2024-05-16,8032898.0
P01376,2024-09-01,5954895.0
P01377,2023-06-20,9200167.0
P01378,2024-01-23,1776547.0
P01379,2023-12-07,3521776.0
P01380,2023-04-07,6579165.0
P01381,2024-08-28,12096346.0
P01382,2023-03-18,7357709.0
P01383,2024-06-30,11582630.0
P01384,2023-06-20,5509902.0
P01385,2023-05-22,2536083.0
P01386,2024-01-20,8788054.0
P01387,2023-10-26,2864513.0
P01388,2023-09-04,5289263.0
P01389,2024-07-31,3582059.0
P01390,2024-03-22,7608945.0
P01391,2024-01-25,1104642.0
P01392,2024-05-18,7287766.0
P01393,2024-05-28,6884102.0
P01394,2023-04-26,9516864.0
P01395,2023-10-10,3338778.0
P01396,2024-08-01,6309656.0
P01397,2024-06-04,2770192.0
P01398,2023-02-08,6100930.0
P01399,2023-06-07,4738989.0
P01400,2023-06-19,1893535.0
P01401,2023-11-25,1281755.0
P01402,2024-06-04,2206374.0
P01403,2023-11-05,7025599.0
P01404,2023-04-28,10819155.0
P01405,2023-12-23,4694669.0
P01406,2023-05-21,6699642.0
P01407,2024-03-09,2062121.0
P01408,2024-09-15,6341205.0
P01409,2024-02-09,3475153.0
P01410,2024-08-06,1720531.0
P01411,2023-12-14,6323518.0
P01412,2024-06-03,2577944.0
P01413,2024-08-23,4164677.0
P01414,2023-04-22,5571810.0
P01415,2024-03-01,2392500.0
P01416,2023-06-13,5020025.0
P01417,2023-02-24,3474008.0
P01418,2023-05-31,1588266.0
P01419,2023-04-02,3767243.0
P01420,2023-05-01,8654953.0
P01421,2023-01-05,3514486.0
P01422,2024-09-12,2480490.0
P01423,2023-10-09,7418554.0
P01424,2023-04-17,3285562.0
P01425,2023-08-08,5024377.0
P01426,2024-04-22,2058609.0
P01427,2024-02-08,961137.0
P01428,2023-02-02,1151956.0
P01429,2023-04-05,7874042.0
P01430,2023-12-14,1196374.0
P01431,2024-09-11,2572104.0
P01432,2023-02-15,9060071.0
P01433,2024-07-05,2317875.0
P01434,2023-02-09,9100233.0
P01435,2023-11-13,3255835.0
P01436,2023-05-28,9183726.0
P01437,2023-09-28,4554760.0
P01438,2024-08-14,3348147.0
P01439,2023-05-18,8922712.0
P01440,2023-08-01,4022652.0
P01441,2024-02-21,6162761.0
P01442,2023-02-05,3109257.0
P01443,2023-07-10,7932969.0
P01444,2024-09-03,4572727.0
P01445,2024-04-07,6828022.0
P01446,2024-08-21,4234345.0
P01447,2024-03-11,9172061.0
P01448,2023-04-29,8795153.0
P01449,2023-10-23,8009631.0
P01450,2024-07-15,8283446.0
P01451,2024-03-12,2245733.0
P01452,2023-11-29,8424911.0
P01453,2024-07-08,7945603.0
P01454,2023-03-14,3303831.0
P01455,2024-09-05,5825283.0
P01456,2023-03-22,7353587.0
P01457,2024-09-28,4396826.0
P01458,2024-05-29,2117535.0
P01459,2023-11-09,3870871.0
P01460,2023-11-01,1736603.0
P01461,2023-01-21,7435211.0
P01462,2023-07-22,7932965.0
P01463,2023-05-27,3554536.0
P01464,2024-03-27,6874934.0
P01465,2023-05-06,3184837.0
P01466,2024-05-29,7139990.0
P01467,2023-07-12,9895413.0
P01468,2024-06-27,1886259.0
P01469,2023-08-19,3274851.0
P01470,2024-04-25,10342434.0
P01471,2024-03-03,9476454.0
P01472,2024-09-24,6600277.0
P01473,2023-12-02,1768447.0
P01474,2023-08-14,3366272.0
P01475,2024-02-20,3362594.0
P01476,2023-01-20,6826609.0
P01477,2024-09-13,5853045.0
P01478,2024-03-09,2945137.0
P01479,2023-02-01,2306425.0
P01480,2023-04-21,6641328.0
P01481,2023-01-10,4679367.0
P01482,2024-03-02,6224454.0
P01483,2024-03-01,5101877.0
P01484,2023-04-15,9155321.0
P01485,2023-12-16,8138642.0
P01486,2023-11-09,8411868.0
P01487,2023-11-05,11299133.0
P01488,2024-01-30,5999158.0
P01489,2024-06-29,9751400.0
P01490,2024-08-07,7424118.0
P01491,2023-04-12,1389776.0
P01492,2024-08-26,4916482.0
P01493,2024-01-02,4638378.0
P01494,2023-04-26,2452728.0
P01495,2024-08-18,2503141.0
P01496,2023-08-25,1682608.0
P01497,2023-10-12,10107296.0
P01498,2024-09-10,5983189.0
P01499,2024-01-06,1976694.0
P01500,2023-04-02,6346574.0
P01501,2023-02-14,7813378.0
P01502,2024-06-08,3569416.0
P01503,2023-08-12,4678883.0
P01504,2023-03-05,7746689.0
P01505,2023-01-27,4403587.0
P01506,2024-08-27,5399258.0
P01507,2024-01-01,5971961.0
P01508,2023-12-01,4186207.0
P01509,2024-01-13,5661042.0
P01510,2023-09-25,4065752.0
P01511,2024-08-30,6467630.0
P01512,2024-01-20,4130179.0
P01513,2024-02-12,5518551.0
P01514,2024-07-24,6924782.0
P01515,2023-01-02,5309132.0
P01516,2023-07-23,7479031.0
P01517,2024-06-16,5220247.0
P01518,2023-03-03,6356441.0
P01519,2023-07-30,3700470.0
P01520,2023-04-15,8553591.0
P01521,2024-04-01,8367465.0
P01522,2024-06-23,7061489.0
P01523,2023-06-18,7542417.0
P01524,2024-03-15,8285739.0
P01525,2024-04-30,4166524.0
P01526,2024-08-01,2276884.0
P01527,2024-08-15,4573656.0
P01528,2023-10-19,10700215.0
P01529,2023-02-20,4490627.0
P01530,2024-04-20,3263631.0
P01531,2023-12-14,7247282.0
P01532,2023-10-21,1906042.0
P01533,2023-12-12,3997224.0
P01534,2024-02-16,5763594.0
P01535,2023-07-03,5589847.0
P01536,2023-07-29,5900268.0
P01537,2023-08-07,5963606.0
P01538,2023-11-12,3401574.0
P01539,2024-03-08,6940036.0
P01540,2023-01-27,6676783.0
P01541,2023-07-06,3150735.0
P01542,2024-04-10,4025452.0
P01543,2023-01-20,3255739.0
P01544,2024-05-23,2278274.0
P01545,2024-05-06,4331710.0
P01546,2023-07-23,4638324.0
P01547,2024-02-04,2495509.0
P01548,2023-11-10,5126700.0
P01549,2023-06-10,3495393.0
P01550,2023-04-06,7475984.0
P01551,2024-09-06,3948568.0
P01552,2024-07-03,7251609.0
P01553,2024-07-28,3344343.0
P01554,2023-03-31,6352361.0
P01555,2024-09-08,1255833.0
P01556,2024-02-04,2222751.0
P01557,2023-11-24,5203786.0
P01558,2023-08-07,4336736.0
P01559,2023-05-31,3588835.0
P01560,2023-07-27,1731916.0
P01561,2023-04-22,4844818.0
P01562,2024-05-19,6225994.0
P01563,2024-08-29,9096058.0
P01564,2024-09-09,1977511.0
P01565,2024-07-23,2514894.0
P01566,2023-03-26,3794283.0
P01567,2024-04-18,6433180.0
P01568,2024-07-02,6118971.0
P01569,2023-11-23,2386053.0
P01570,2023-12-23,4614191.0
P01571,2023-09-03,7648633.0
P01572,2024-06-09,3134152.0
P01573,2024-03-25,8089724.0
P01574,2024-02-06,3517507.0
P01575,2023-01-07,2830909.0
P01576,2024-09-05,3990179.0
P01577,2023-12-02,7403010.0
P01578,2024-09-02,3844595.0
P01579,2024-03-09,2363457.0
P01580,2023-11-29,2312881.0
P01581,2024-04-26,5127983.0
P01582,2023-06-07,5621952.0
P01583,2023-10-16,5748502.0
P01584,2023-01-17,5275786.0
P01585,2024-04-21,8464581.0
P01586,2023-07-27,5011235.0
P01587,2023-03-03,2505573.0
P01588,2024-05-23,2318022.0
P01589,2023-05-30,2972658.0
P01590,2023-05-24,4910032.0
P01591,2023-04-03,9053443.0
P01592,2024-01-21,5298792.0
P01593,2023-08-06,3427455.0
P01594,2023-12-31,4341303.0
P01595,2023-08-08,7791082.0
P01596,2024-04-26,8887291.0
P01597,2023-08-27,2186412.0
P01598,2024-05-21,5234310.0
P01599,2023-10-25,2275716.0
P01600,2023-01-10,11161952.0
P01601,2023-06-06,7035143.0
P01602,2023-11-10,10890770.0
P01603,2023-03-21,6291684.0
P01604,2024-04-25,2234860.0
P01605,2024-02-04,5511157.0
P01606,2023-04-01,2096389.0
P01607,2024-09-17,7067721.0
P01608,2023-08-13,9019334.0
P01609,2023-05-15,8223997.0
P01610,2023-01-01,9898289.0
P01611,2023-06-07,9482612.0
P01612,2023-01-19,8580201.0
P01613,2023-11-05,1453593.0
P01614,2024-01-23,1566740.0
P01615,2023-08-25,7965961.0
P01616,2024-07-13,3545510.0
P01617,2024-09-09,3077944.0
P01618,2023-07-15,1005109.0
P01619,2024-02-12,7153125.0
P01620,2023-09-14,6420948.0
P01621,2023-06-24,11386498.0
P01622,2023-05-15,6025678.0
P01623,2023-11-30,7066331.0
P01624,2023-04-02,5226945.0
P01625,2024-03-05,5442921.0
P01626,2024-07-18,6124495.0
P01627,2023-08-24,6914273.0
P01628,2024-01-01,2271164.0
P01629,2024-09-15,5631979.0
P01630,2024-03-26,3941682.0
P01631,2023-09-16,5622606.0
P01632,2024-07-17,1122869.0
P01633,2023-01-28,4870728.0
P01634,2024-01-11,5058061.0
P01635,2023-06-11,8265719.0
P01636,2023-04-26,7363552.0
P01637,2023-11-27,6106471.0
P01638,2024-03-31,7179780.0
P01639,2024-04-16,6137477.0
P01640,2024-04-22,3640145.0
P01641,2023-07-04,6579637.0
P01642,2023-09-22,9730214.0
P01643,2023-03-14,6209713.0
P01644,2024-01-30,6006028.0
P01645,2024-05-28,3233950.0
